Hugo_Symbol	Entrez_Gene_Id	GTEX-WYVS-1726-SM-3NMAY	GTEX-ZPIC-1126-SM-5BC7F	GTEX-ZC5H-2626-SM-5J2MG	GTEX-W5X1-2326-SM-3GIL6	GTEX-S341-1526-SM-4AD6K	GTEX-T6MO-0326-SM-32QOK	GTEX-Y5LM-1726-SM-4VDSX	GTEX-ZV6S-1826-SM-5NQ8D	GTEX-SE5C-2126-SM-4BRUJ	GTEX-S4UY-0726-SM-4AD6X	GTEX-12WSK-2226-SM-5GCO5	GTEX-ZYWO-2326-SM-5GZY4	GTEX-TMMY-0726-SM-33HBE	GTEX-14AS3-1626-SM-5S2OY	GTEX-YB5K-1626-SM-5IFIN	GTEX-145ME-1526-SM-5Q5F2	GTEX-WI4N-1426-SM-3LK7H	GTEX-XV7Q-2326-SM-4BRVZ	GTEX-TML8-1226-SM-32QON
EPX	8288	2.03	1.77	2.53	0.64	2.43	0	1.35	0.36	0.92	3.14	0.89	0.36	0.36	1.14	0.71	0	0	2.03	1.66
OR3A3	8392	0	0.77	0	0	0.66	0.56	0	0	0	1.79	0	0	0	0	1.51	2.84	0	0.54	2.66
HIST1H4G	8369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URAD	646625	0	2.81	1.69	0	0	4.43	0	10.24	3.38	0	2.12	0	0	4.13	2.86	16.51	0	6.67	5.11
CPA6	57094	3.17	0	21.63	0	5.5	10.55	0	0	0	85.22	0	0	5.68	13.93	0	2.32	0	7	0
C17orf77	146723	16.51	0	29.48	21.63	2.2	8.78	10.08	0	0	7.28	0	3.66	0.58	0	0	0	0	0	0
APOBR	55911	139.07	28.04	131.51	11.3	64.34	64.34	114.36	38.12	33.3	43.94	6.31	16.39	66.18	16.51	16.03	20.71	74.06	16.39	120.1
ACTL7A	10881	0.16	0	0.36	0	0.25	0	0.16	0.27	0	0.28	0	0	0	0	0.48	0.17	0	0	0.16
R3HDM2	22864	848.22	638.15	1135.2	921.88	842.36	738.29	860.08	629.35	493.56	642.59	723.08	493.56	878.17	373.81	575.03	395.18	802.41	429.54	684.02
TXNRD1	7296	660.68	909.17	624.99	1447.15	1225.22	1674.06	1313.23	2004.85	780.44	967.76	1477.58	708.18	1359.57	967.76	688.78	896.64	583.07	1135.2	842.36
CTD-2368P22.1	0	156.59	51.71	124.37	88.26	228.13	194.36	85.22	28.65	85.22	156.59	26.67	54.33	92.7	30.12	88.88	82.29	79.45	29.48	361.04
USF2	7392	1806.78	2303.12	2895.31	1359.57	4095	1685.71	2627.46	3820.7	2240.11	2976.74	2976.74	3716.2	2451.44	2935.74	3982.99	2485.67	2004.85	4010.71	1477.58
FER	2241	177.53	96.01	81.71	215.77	136.19	95.34	155.5	98.04	63	103.69	127.89	55.49	124.37	28.65	74.58	122.64	186.4	74.06	164.42
GPX5	2880	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0
TCAIM	285343	346.29	507.46	353.59	698.41	211.31	429.54	450.94	356.05	412	336.79	303.44	441.64	403.5	318.57	543.96	599.49	277.2	497	432.53
KLHL1	57626	0	0	0	0	0	0	0	0	0	10.88	0	0	0	0	0	0	0	0	0
CALML6	163688	47.84	7.88	10.96	1.36	7.82	9.2	10.79	0	16.63	36.27	0.02	2.76	8.13	1.1	7.69	6.78	11.04	2.48	15.68
AC104794.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM55B	90809	674.59	420.68	595.34	603.67	830.75	529.06	884.29	665.29	503.95	642.59	684.02	698.41	941.27	540.19	500.46	483.38	547.75	473.41	624.99
ZNF223	7766	301.33	57.49	141.02	279.14	255	118.43	127	62.12	46.18	94.01	41.22	64.34	99.43	89.51	69.03	94.67	65.26	91.41	373.81
MAGEE1	57692	208.38	62.56	164.42	189.02	92.05	72.52	73.03	37.05	35.25	53.95	90.77	70.51	125.24	127.89	42.71	30.34	47.84	71.5	102.25
SENP6	26054	2004.85	1073.91	1143.1	2555.58	1605.83	1268.46	1697.45	884.29	866.07	1529.73	1030.12	669.92	1883.54	543.96	780.44	1175.27	1304.15	954.43	1794.29
UBE2A	7319	1111.82	2090.03	842.36	1844.76	941.27	1359.57	1397.83	1639.59	1605.83	1044.52	1322.37	1508.65	1151.06	1794.29	1628.26	1487.87	842.36	1407.55	1467.37
FAM211A	388341	31.9	17.51	30.12	113.56	53.19	19.25	23.08	43.32	43.63	23.25	12.27	21.63	42.41	78.89	59.13	27.05	26.67	120.94	72.01
SCYL1	57410	988.12	866.07	878.17	521.76	1467.37	1191.69	1806.78	1030.12	1397.83	1331.57	1331.57	1781.89	1437.15	1417.35	842.36	1143.1	1417.35	1870.53	785.88
BPI	671	183.82	8.06	167.9	291.04	27.25	14.03	40.93	22.75	67.12	12.74	26.47	9.27	124.37	155.5	3.14	0	148.09	17.77	212.78
C1orf213	148898	173.85	255	193.01	101.54	164.42	194.36	105.15	127.89	146.03	251.48	89.51	178.77	59.13	206.94	297.17	698.41	343.89	409.15	279.14
PPAP2B	8613	1388.16	3690.52	2032.85	2609.3	2956.17	3443.31	5076.84	4972.34	3103.19	2664.15	7642.41	1844.76	3742.05	1208.34	3794.3	2935.74	1977.24	1487.87	2209.26
RPLP2	6181	24660.96	88291.3	50709.61	22850.48	34396.12	42937.97	65082.31	62431.08	68318.04	87075.75	46662.28	88291.3	33922.56	169390.27	76861.91	52863.07	38697.77	57448.23	30361.44
KRTAP5-1	387264	18.97	1.62	13.42	6.52	8.99	8.32	6.11	0.91	4.17	9.27	0	3.56	7.22	0.71	1.68	0	4.13	2.97	5.5
RP11-58C22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64	0	0
AL109659.1	0	0	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	1.75	0	1.83
PRSS1	5644	2.27	10.08	0	0	4.94	3.06	4.78	0	7.69	5.11	7.11	0	0	0	13.93	29.06	3.53	5.68	3.2
BARX1	56033	0.43	0.77	5.73	5.11	14.78	3.79	14.67	0	18.16	6.41	1.81	3.56	3.14	7.51	3.44	0	3.2	2.48	26.1
ELAC1	55520	204.07	295.11	253.23	199.85	169.07	176.29	232.94	271.48	395.18	348.71	115.16	195.72	136.19	285.03	171.45	205.5	135.24	211.31	201.25
SARS2	54938	559.28	329.84	447.82	267.73	463.65	283.05	483.38	186.4	438.59	346.29	143.01	269.6	356.05	454.09	312	236.21	323.03	264.03	297.17
HIST1H4H	8294	246.28	36.27	182.55	98.04	35	122.64	19.11	67.12	10.79	96.01	42.11	37.32	49.21	147.06	67.12	14.24	8.45	63.89	329.84
SEC14L3	266629	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0
SLC16A13	201232	87.03	32.13	132.44	35.25	102.25	48.18	50.27	16.39	96.68	148.09	13.62	63.45	37.85	88.26	49.56	16.15	34.26	27.25	79.45
TRIM56	81844	318.57	297.17	435.55	87.65	450.94	341.51	38.12	262.2	166.73	429.54	197.09	197.09	242.88	102.25	327.56	299.25	379.04	217.27	285.03
NBPF3	84224	198.47	215.77	420.68	312	303.44	175.07	149.12	185.11	327.56	133.36	33.78	166.73	114.36	176.29	283.05	226.54	166.73	229.72	265.87
IP6K1	9807	909.17	480.04	941.27	616.37	1151.06	785.88	780.44	638.15	521.76	775.05	995	753.83	967.76	429.54	358.54	536.45	426.57	587.13	743.43
NSUN5	55695	463.65	356.05	521.76	140.04	555.41	371.22	595.34	327.56	518.15	518.15	262.2	518.15	400.71	575.03	320.8	182.55	329.84	376.41	429.54
FOXD4L1	200350	0	1.81	0.8	4.28	0.4	1.22	0.4	1.19	0.46	1.73	0	0.43	1.16	0.82	1.87	0	0	0	0
LACTB	114294	229.72	780.44	199.85	351.14	199.85	403.5	412	551.56	242.88	316.37	728.11	381.68	395.18	299.25	698.41	718.08	525.39	595.34	297.17
NLRP3	114548	87.65	36.79	68.07	40.07	41.22	54.33	195.72	66.65	19.97	14.24	20.71	34.75	79.45	87.65	16.63	72.01	197.09	40.36	100.83
TMSB15A	11013	64.8	8.19	154.42	346.29	143.01	146.03	3.44	9.41	10.55	39.5	34.51	71	136.19	848.22	50.63	0	6.89	30.56	84.63
RP11-618P17.4	0	3.69	0	0	2.71	0	0	8.19	0	6.57	0	4.39	6.06	1.79	3.56	3.99	0	0	0	0
UBA5	79876	967.76	674.59	693.58	928.3	759.08	341.51	633.73	463.65	633.73	669.92	327.56	353.59	532.74	403.5	603.67	599.49	753.83	536.45	669.92
C9orf9	11092	275.28	183.82	392.44	264.03	202.66	115.97	170.25	57.89	127.89	199.85	163.28	131.51	130.6	209.84	155.5	159.9	94.01	231.32	327.56
BTN1A1	696	6.11	1.91	101.54	1.83	2.53	5.11	1.77	0	1.85	5.63	1.38	0	2.58	1.81	1.93	0	0	1.36	2.25
PLGLB2	5342	48.18	16.15	57.49	28.45	34.51	30.78	5.73	17.51	7.75	36.27	12.18	27.44	13.83	15.11	18.7	11.21	3.32	9.78	27.05
RP11-812E19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A31	146429	0	3.5	4.06	0	4.46	8.38	11.91	0	2.94	7.4	0	0	2.16	0	0	0	14.14	2.39	12.93
BAG6	7917	3540.14	2075.59	3168.41	1662.49	4066.71	3665.02	5441.3	3589.58	4450.27	4328.55	2664.15	4769.75	2739.08	3103.19	2935.74	2061.24	3820.7	2739.08	2701.35
KIF21A	55605	211.31	480.04	148.09	123.5	164.42	555.41	132.44	199.85	463.65	295.11	101.54	125.24	195.72	120.1	441.64	239.52	246.28	232.94	518.15
DOHH	83475	138.1	72.01	156.59	17.64	267.73	56.28	115.97	120.1	214.27	68.55	94.67	320.8	59.13	135.24	175.07	34.26	171.45	167.9	76.71
LPAR1	1902	260.38	460.44	500.46	679.29	988.12	540.19	1457.23	2720.15	543.96	381.68	4239.45	698.41	934.76	181.28	234.57	158.79	1977.24	161.02	217.27
SLC25A36	55186	2148.82	854.13	1143.1	1540.37	1225.22	1322.37	896.64	733.19	723.08	1359.57	813.63	429.54	1487.87	329.84	902.89	733.19	1437.15	620.67	1388.16
DUSP7	1849	253.23	348.71	351.14	256.78	205.5	208.38	366.09	409.15	490.14	285.03	571.05	253.23	242.88	426.57	336.79	237.86	387.02	567.1	293.07
PER1	5187	2895.31	684.02	1519.15	392.44	1388.16	1359.57	1167.14	1909.85	450.94	1605.83	1639.59	759.08	2468.49	603.67	819.3	1529.73	3794.3	808	583.07
SMARCA1	6594	3212.66	718.08	1674.06	2178.83	665.29	543.96	221.86	329.84	236.21	178.77	1277.29	521.76	1322.37	830.75	575.03	1059.11	480.04	647.07	559.28
ING2	3622	511	674.59	438.59	323.03	356.05	426.57	327.56	417.77	514.56	262.2	808	320.8	607.87	624.99	454.09	693.58	303.44	248	371.22
PRH2	5554	2.32	0	3.32	0	0	0	2.89	0	2.78	4.17	0	10	3.26	5.15	2.68	0	0	2.63	0
HMCN2	256158	113.56	295.11	74.06	743.43	77.79	10.88	90.77	346.29	115.16	14.03	2417.67	206.94	58.3	27.64	6.46	9.48	80.01	47.17	176.29
C14orf105	55195	0	0	1.28	0	1.85	0	0.12	0	0	0.14	0.13	0	0	0	0	1.58	0.13	0	1.31
PNLIP	5406	0.51	2.32	0	0	1.13	0.85	0.46	0	1.41	1.2	1.6	0	0	0	2.78	4.7	1.07	0.85	1.08
ZNF230	7773	140.04	64.34	105.89	251.48	106.63	82.29	68.55	49.91	28.65	77.25	89.51	61.25	131.51	51.35	33.78	49.21	75.11	51.71	50.63
SEMA3A	10371	28.65	161.02	71.5	500.46	90.77	51.71	113.56	71.5	54.33	22.1	81.14	90.77	16.03	64.34	111.21	143.01	316.37	217.27	98.04
ZNF611	81856	165.57	112.77	139.07	183.82	202.66	108.9	59.13	84.63	114.36	172.65	112.77	68.55	115.16	31.67	53.19	127.89	159.9	78.89	249.73
DGKE	8526	77.25	31.22	60.82	165.57	137.14	82.87	43.63	44.89	38.12	41.52	65.26	31	211.31	12.74	72.52	177.53	72.01	50.27	157.68
TRIM63	84676	9.93	10.96	2.25	16.03	13.03	0	20.41	8.51	2.76	0	57.08	34.02	20.11	2.63	3.82	15.11	7.51	19.39	6.73
RERG	85004	3257.52	551.56	921.88	3742.05	1127.35	334.46	1340.84	500.46	587.13	373.81	2875.3	332.14	1127.35	1662.49	172.65	145.02	1467.37	158.79	1628.26
METTL3	56339	1359.57	575.03	902.89	1051.79	1127.35	764.36	802.41	457.25	748.61	902.89	409.15	529.06	896.64	567.1	559.28	400.71	775.05	551.56	896.64
TRIT1	54802	575.03	273.37	514.56	688.78	503.95	260.38	412	161.02	334.46	323.03	221.86	199.85	454.09	320.8	248	186.4	454.09	256.78	395.18
BNIP3	664	665.29	3874.05	769.69	616.37	780.44	2855.44	2255.7	2400.97	2384.37	5112.16	1883.54	3190.46	2090.03	1806.78	3768.09	3589.58	5517.27	1909.85	995
C6ORF165	0	24.99	3.79	27.05	12.83	30.12	0	17.64	8.71	11.64	5.73	5.23	1.68	9.27	22.43	7.75	0	7.57	7.75	24.63
C16orf52	146177	242.88	281.09	208.38	426.57	346.29	323.03	309.83	305.55	205.5	287.01	283.05	256.78	432.53	147.06	241.19	441.64	228.13	215.77	303.44
CCDC137	339230	248	199.85	483.38	48.18	460.44	136.19	212.78	135.24	307.69	147.06	170.25	351.14	164.42	102.25	172.65	123.5	180.02	231.32	108.9
XAGE1E	9503	0	0	0	0	0	45.53	2.41	0	0	12.93	0	0	2.48	0	0	0	0	0	0
TRAF2	7186	301.33	135.24	384.34	165.57	236.21	182.55	165.57	115.97	190.34	170.25	96.68	183.82	187.71	327.56	153.34	113.56	312	186.4	255
FGF6	2251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT8	90019	733.19	107.38	329.84	297.17	258.57	208.38	287.01	6.01	660.68	171.45	17.9	18.29	165.57	915.51	140.04	0.79	92.7	2.23	161.02
CDKL5	6792	45.53	69.03	162.14	13.52	35.76	83.45	1.71	18.56	30.56	51.71	113.56	15.56	126.12	6.46	43.02	17	57.49	12	31.45
ZNF607	84775	231.32	75.11	212.78	158.79	143.01	102.25	128.79	40.36	72.01	96.68	42.71	54.72	120.1	98.73	77.25	54.33	60.82	86.43	134.3
RNF168	165918	217.27	262.2	205.5	384.34	303.44	275.28	267.73	291.04	170.25	262.2	325.29	144.01	327.56	84.63	193.01	237.86	209.84	201.25	339.14
TIRAP	114609	316.37	180.02	339.14	151.22	297.17	187.71	132.44	149.12	171.45	329.84	153.34	265.87	236.21	105.89	154.42	163.28	104.42	141.02	228.13
KLHDC8B	200942	896.64	1950	743.43	791.35	884.29	1477.58	825	1457.23	2777.33	1304.15	902.89	1594.73	808	1111.82	3212.66	1572.76	591.22	941.27	1175.27
C1orf109	54955	575.03	420.68	748.61	866.07	460.44	470.14	587.13	373.81	379.04	403.5	460.44	521.76	575.03	540.19	389.72	368.65	486.75	490.14	343.89
DKFZP547L112	0	0	2.29	1.68	0	0	2.1	0	0	0	1.41	2.43	0	0	0	0	0	0	0	0
PSG5	5673	1.19	5.15	0	0	3.66	0	1.77	1.22	9.93	7.51	0	13.12	12.83	0	4.46	7.4	8.92	9.2	46.18
ART4	420	3.35	45.85	15.22	348.71	32.82	1.62	29.91	3.82	1.07	4.94	69.52	28.04	9.56	40.07	3.38	24.11	67.59	7.17	127.89
FCGR3A	2214	316.37	1127.35	1066.48	454.09	231.32	764.36	1733.13	1191.69	514.56	318.57	88.26	1044.52	379.04	775.05	144.01	493.56	1359.57	796.86	591.22
TBC1D12	23232	341.51	202.66	156.59	579.04	194.36	142.01	295.11	206.94	107.38	150.17	226.54	138.1	381.68	189.02	120.1	387.02	110.43	166.73	454.09
TM2D3	80213	1651	1030.12	1388.16	2255.7	1037.29	1143.1	890.44	909.17	780.44	1143.1	1322.37	1051.79	1331.57	2032.85	836.53	674.59	981.29	1023	1369.04
AL445665.1	0	0	166.73	0	0	12.83	181.28	52.08	154.42	98.73	195.72	91.41	134.3	63.45	27.25	423.61	209.84	171.45	237.86	85.82
URB2	9816	77.25	153.34	73.54	109.66	110.43	138.1	111.21	142.01	224.97	117.6	76.17	127.89	154.42	73.03	223.41	120.1	56.28	186.4	129.69
RP11-126K1.2	0	28.86	14.14	31	14.45	43.94	0	28.04	48.52	26.28	26.86	26.47	25.54	5.96	32.36	22.92	35.76	18.43	15.45	16.39
ARL6IP4	51329	2104.58	3303	3540.14	2451.44	3235.01	2627.46	4575.41	3614.55	4095	3212.66	4123.49	7081.29	2004.85	20030.74	4066.71	1467.37	2739.08	4152.18	2075.59
TRAF3IP2	10758	769.69	447.82	941.27	444.72	1030.12	620.67	1030.12	872.1	587.13	842.36	1073.91	1277.29	1051.79	1225.22	215.77	264.03	2537.92	753.83	791.35
CTNND1	1500	3614.55	1685.71	3467.27	4298.64	3190.46	2816.11	2502.97	1605.83	1806.78	2468.49	1286.18	1447.15	2895.31	1359.57	1457.23	1991	3540.14	2240.11	3212.66
OR4F4	26682	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0	0	0	0	0
METTL17	64745	1175.27	624.99	1001.93	1059.11	1135.2	866.07	1259.69	624.99	775.05	860.08	543.96	703.28	1508.65	759.08	587.13	633.73	819.3	567.1	1030.12
ZBED6CL	113763	167.9	79.45	119.26	82.87	155.5	128.79	115.16	60.39	115.16	204.07	21.32	102.25	126.12	128.79	91.41	27.64	38.4	50.27	84.04
KIFC2	90990	226.54	98.04	264.03	16.75	279.14	157.68	88.88	87.03	122.64	205.5	28.86	68.07	96.68	127.89	124.37	57.08	103.69	169.07	87.65
MCM7	4176	2004.85	1250.98	2796.65	1322.37	1628.26	1651	2104.58	1498.22	988.12	2303.12	1259.69	1175.27	2502.97	902.89	743.43	1023	791.35	414.87	1388.16
AC096582.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3D21	79729	171.45	49.91	185.11	35.5	181.28	289.02	186.4	20.26	104.42	165.57	55.89	94.67	165.57	140.04	67.59	16.39	224.97	23.08	143.01
PTPN21	11099	555.41	293.07	173.85	579.04	928.3	307.69	248	236.21	121.79	309.83	387.02	231.32	483.38	95.34	253.23	441.64	211.31	102.97	361.04
CCR6	1235	11.73	0	84.63	111.21	9.34	86.43	16.27	0	5.45	29.48	14.45	7.46	164.42	323.03	0	0	0	0	187.71
CTC-349C3.1	0	72.01	74.58	52.08	29.27	77.25	59.55	9.85	51.71	23.42	95.34	28.45	23.08	50.27	4.5	25.72	25.91	60.82	34.26	52.45
MKL1	57591	571.05	329.84	651.58	275.28	796.86	483.38	341.51	371.22	373.81	329.84	607.87	463.65	567.1	414.87	279.14	351.14	669.92	299.25	490.14
MAP3K2	10746	406.31	307.69	269.6	665.29	371.22	339.14	246.28	260.38	120.94	271.48	376.41	122.64	624.99	80.01	265.87	271.48	466.88	127.89	463.65
IL1RL1	9173	4.86	27.64	5.5	13.72	14.24	63.89	26.86	35.76	90.14	32.13	24.81	41.52	22.26	3.17	23.76	47.5	44.89	63.89	2.94
ANXA6	309	2855.44	9540.5	3168.41	4123.49	4210.15	8305.36	3665.02	7857.29	6792.79	4450.27	6745.86	6607.01	3540.14	3060.45	10959.3	12160.22	5403.7	15180.22	6792.79
CCDC115	84317	1388.16	1167.14	1088.92	1685.71	1350.18	860.08	1088.92	684.02	813.63	1250.98	1037.29	775.05	967.76	1199.98	733.19	603.67	698.41	884.29	1529.73
NPTX1	4884	2.07	2.43	67.59	90.14	74.06	0.41	0.89	6.73	3.72	1.03	18.97	2.86	4.98	30.34	26.67	6.31	22.1	6.52	22.92
DSCR4	10281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51J1	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	1.01	0	0	0	1.51
FLT1	2321	248	246.28	303.44	291.04	144.01	299.25	108.14	376.41	381.68	366.09	305.55	607.87	190.34	181.28	563.18	457.25	1498.22	406.31	320.8
SSFA2	6744	2303.12	928.3	1977.24	2627.46	967.76	3372.43	1143.1	1073.91	603.67	934.76	1769.57	785.88	3257.52	1208.34	612.11	1896.65	1417.35	575.03	2240.11
ATP6C	0	0	0	0	0	0	0	3.17	0	0	0	3.66	0	0	7.51	3.69	0	0	0	0
SCIMP	388325	36.53	165.57	91.41	22.92	52.08	32.13	52.08	44.25	19.82	147.06	18.56	78.34	68.55	45.21	22.75	62.56	35.25	15.91	122.64
CD300LD	100131439	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGGT1	56886	297.17	395.18	323.03	228.13	665.29	271.48	248	312	368.65	271.48	295.11	228.13	341.51	151.22	307.69	497	414.87	260.38	480.04
KDM4D	55693	47.17	27.05	26.28	47.84	28.45	24.81	30.12	13.52	28.65	28.24	13.62	21.01	24.81	33.78	21.32	15.34	18.56	15.91	64.8
WNT9A	7483	98.73	91.41	94.01	56.28	62.12	42.71	35.5	43.94	42.71	21.78	57.49	10	34.02	35.5	15.22	12.09	20.41	12.09	93.35
CD8B	926	223.41	29.06	318.57	8.78	93.35	169.07	71	100.83	43.02	185.11	16.03	52.82	176.29	267.73	5.28	7.4	64.34	32.82	105.89
C4orf32	132720	102.25	277.2	74.58	265.87	111.99	559.28	246.28	384.34	153.34	265.87	166.73	376.41	202.66	145.02	329.84	909.17	205.5	890.44	518.15
ENDOD1	23052	928.3	684.02	854.13	909.17	656.11	703.28	934.76	836.53	651.58	616.37	1295.13	642.59	854.13	454.09	195.72	291.04	718.08	633.73	1519.15
KAT5	10524	1477.58	813.63	1008.9	1037.29	1322.37	738.29	1477.58	753.83	785.88	1008.9	1135.2	1037.29	1427.22	1268.46	595.34	612.11	866.07	684.02	1286.18
MRPS34	65993	1135.2	1628.26	1733.13	764.36	1709.26	1208.34	909.17	1519.15	2434.5	1295.13	1073.91	2645.74	753.83	3874.05	2645.74	1340.84	836.53	2018.8	764.36
TGFBI	7045	967.76	2645.74	4836.35	10440.2	842.36	1111.82	2796.65	4450.27	1844.76	854.13	3515.68	2573.36	954.43	2018.8	1359.57	1617	5995.9	2061.24	3235.01
PPP2R5A	5525	1111.82	2255.7	988.12	1991	1030.12	1950	1066.48	2956.17	2468.49	1457.23	1757.34	2119.22	1242.34	1008.9	3928.15	1417.35	909.17	3124.78	2537.92
SUN5	140732	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASE11	122651	0	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGNBP2	79893	1350.18	1923.14	890.44	1896.65	1159.07	1208.34	1233.75	1388.16	981.29	2004.85	1844.76	1059.11	2335.28	961.07	1427.22	1883.54	1008.9	902.89	1697.45
ABRA	137735	0.77	1.6	0.55	3.11	0	0.8	1.2	1.89	1.3	1.08	1.68	1.48	1.45	1.48	0.33	1.55	0	3.2	3.5
ASXL2	55252	299.25	293.07	348.71	780.44	267.73	231.32	127	217.27	161.02	177.53	253.23	146.03	397.93	53.19	212.78	202.66	146.03	281.09	316.37
LPP	4026	438.59	708.18	583.07	1909.85	595.34	713.11	575.03	669.92	457.25	511	2796.65	447.82	674.59	73.03	339.14	620.67	1295.13	476.71	1572.76
MTFR1	9650	813.63	303.44	830.75	665.29	312	460.44	426.57	309.83	379.04	432.53	226.54	297.17	518.15	187.71	343.89	371.22	511	334.46	318.57
TBC1D10A	83874	500.46	540.19	507.46	128.79	518.15	412	480.04	463.65	420.68	473.41	718.08	395.18	447.82	1216.75	454.09	567.1	291.04	473.41	320.8
PDGFB	5155	176.29	366.09	312	320.8	363.56	329.84	208.38	483.38	490.14	353.59	176.29	256.78	172.65	267.73	620.67	791.35	679.29	1388.16	612.11
TSTD1	100131187	3491.39	1605.83	4010.71	796.86	3039.3	2609.3	3039.3	571.05	3372.43	4239.45	567.1	3614.55	1277.29	8598.28	1605.83	2384.37	1183.45	1151.06	2664.15
ARF6	382	2075.59	1037.29	2384.37	1233.75	1359.57	928.3	1066.48	1135.2	1159.07	1304.15	1417.35	1037.29	1259.69	1819.35	902.89	660.68	1378.57	1119.56	1008.9
DACH2	117154	1.57	0.88	0.79	3.26	1.01	2.48	3.11	3.23	1.69	0.55	3.5	2.97	3.69	2.18	0.58	0.84	0.82	1.85	3
COL18A1	80781	435.55	1369.04	555.41	291.04	1697.45	981.29	1268.46	723.08	1268.46	638.15	1923.14	1313.23	348.71	536.45	934.76	928.3	2351.53	1529.73	934.76
EXOC2	55770	403.5	327.56	493.56	521.76	1378.57	332.14	361.04	514.56	295.11	343.89	638.15	764.36	1487.87	242.88	281.09	318.57	599.49	728.11	780.44
EID1	23741	3742.05	5219.6	3190.46	17437.64	4937.99	2835.7	6164.49	4066.71	4010.71	4152.18	11112.3	3349.13	5954.47	4481.23	4210.15	3928.15	4210.15	4095	5954.47
GCA	25801	599.49	563.18	775.05	764.36	297.17	497	438.59	295.11	256.78	500.46	195.72	620.67	616.37	813.63	334.46	1111.82	890.44	902.89	928.3
GPSM2	29899	107.38	221.86	55.89	124.37	262.2	94.67	198.47	599.49	397.93	139.07	379.04	78.34	265.87	14.67	47.5	39.22	127.89	36.79	71
SPATS1	221409	0	0	0	25.17	12.55	0	0	0	0	0	10.47	0	3.99	0	0	0	0	0	0
GTSE1	51512	16.39	11.13	13.93	10.08	20.71	8.13	8.58	19.11	34.02	21.32	8	2.16	18.29	10	30.56	17	45.21	2.89	11.13
PCDHA3	56145	120.94	39.22	7.94	18.29	42.11	9.93	19.39	3.23	1.57	14.24	10.71	2.27	64.34	34.02	18.56	13.93	6.41	14.24	4.5
CHST8	64377	17.38	12.83	13.93	5.02	7.88	5.45	29.48	4.9	11.13	4.78	25.91	587.13	2.81	1088.92	0	0	36.79	51.35	32.13
KCNG4	93107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0
UBXN10	127733	140.04	49.56	206.94	39.5	339.14	59.13	50.27	23.08	38.12	80.57	59.97	21.63	101.54	25.35	18.84	2.94	38.67	11.21	91.41
STT3B	201595	1639.59	2018.8	2193.99	3589.58	2303.12	2796.65	1832.01	1340.84	1350.18	1583.71	1540.37	1104.13	2451.44	954.43	1313.23	1369.04	1242.34	1467.37	2573.36
CRLF2	64109	0	1.85	0.91	0	2.1	1.71	0	0	0	0.67	0	2.68	0	0.64	0	0	0	0	0
JMJD7-PLA2G4B	8681	173.85	37.85	166.73	64.8	145.02	73.03	36.01	29.7	36.27	100.83	17	40.36	88.26	26.28	32.13	18.7	65.72	53.19	127.89
VWCE	220001	33.06	38.67	10.39	56.28	291.04	26.47	23.08	34.51	12.74	80.57	82.87	37.05	90.77	10.16	83.45	85.82	54.72	35.25	30.12
PPP2R2D	55844	1015.93	392.44	674.59	718.08	842.36	551.56	830.75	536.45	713.11	575.03	591.22	669.92	928.3	743.43	466.88	603.67	647.07	507.46	470.14
KRTAP19-7	337974	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0	0	0	0	0
KLK15	55554	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0
RP11-761B3.1	0	0	0	0	0	0	0	0	1.83	0	0	0	0	0	0	2.68	0	0	0	0
ISCU	23479	3168.41	4937.99	2758.13	4419.52	3847.29	3146.52	3419.52	4543.8	4239.45	5255.91	4358.66	4123.49	4181.07	9808.75	5255.91	3768.09	2434.5	5633.22	3955.48
USP45	85015	157.68	115.16	91.41	223.41	201.25	147.06	161.02	97.36	148.09	135.24	62.12	83.45	260.38	72.01	124.37	162.14	139.07	154.42	320.8
PIGA	5277	239.52	94.67	156.59	195.72	140.04	116.78	171.45	105.15	93.35	202.66	154.42	105.15	208.38	82.29	102.25	97.36	217.27	88.26	177.53
